year,state,district_number,totalvotes,dem_margin_2p,pct_other,district,pres_lean,natl_dem_margin_2p,natl_pct_other
2014,AK,0,279741,-0.10875905029279788,0.08067104929202369,AK-AL,-0.14611398963730565,-0.06053086181547191,0.044629795672462946
2014,AL,1,152234,-0.3649135731011076,0.0013006292943757635,AL-01,-0.24596774193548387,-0.06053086181547191,0.044629795672462946
2014,AL,2,167952,-0.34810930003873775,9.347908926359913e-4,AL-02,-0.2668680765357503,-0.06053086181547191,0.044629795672462946
2014,AL,3,156620,-0.324491283717242,0.0015706806282722514,AL-03,-0.25731584258324924,-0.06053086181547191,0.044629795672462946
2014,AL,4,134752,-1,0.01425581809546426,AL-04,-0.5141700404858299,-0.06053086181547191,0.044629795672462946
2014,AL,5,154974,-1,0.2557590305470595,AL-05,-0.2935222672064777,-0.06053086181547191,0.044629795672462946
2014,AL,6,178449,-0.5254494041607756,0.0011936183447371518,AL-06,-0.5010101010101009,-0.06053086181547191,0.044629795672462946
2014,AL,7,135899,1,0.016276793795392167,AL-07,0.4552763819095478,-0.06053086181547191,0.044629795672462946
2014,AR,1,196256,-0.3227806962396241,0.043626691668025436,AR-01,-0.25385405960945534,-0.06053086181547191,0.044629795672462946
2014,AR,2,237330,-0.08649746192893401,0.04542198626385202,AR-02,-0.12090163934426235,-0.06053086181547191,0.044629795672462946
2014,AR,3,190935,-1,0.20585539581532983,AR-03,-0.349124613800206,-0.06053086181547191,0.044629795672462946
2014,AR,4,206131,-0.11608766389128146,0.0368697575813439,AR-04,-0.26509723643807576,-0.06053086181547191,0.044629795672462946
2014,AZ,1,185114,0.05222727616495781,0,AZ-01,-0.0254323499491353,-0.06053086181547191,0.044629795672462946
2014,AZ,2,219351,-7.343315986079627e-4,4.7412594426284813e-4,AZ-02,-0.015259409969481181,-0.06053086181547191,0.044629795672462946
2014,AZ,3,104428,0.1150349214865344,4.883747653885931e-4,AZ-03,0.24923702950152596,-0.06053086181547191,0.044629795672462946
2014,AZ,4,175179,-0.4613178807552209,0.042470844108026644,AZ-04,-0.36863543788187375,-0.06053086181547191,0.044629795672462946
